,system,area_pv0,area_sp0,area_pv1,area_sp1,area_pv2,area_sp2,area_pv3,area_sp3,area_pv4,area_sp4,area_pv5,area_sp5,area_pv6,area_sp6,area_pv7,area_sp7,area_pv8,area_sp8,area_pv9,area_sp9,area_pv10,area_sp10,area_pv11,area_sp11,area_pv12,area_sp12,area_pv13,area_sp13,area_pv14,area_sp14,area_pv15,area_sp15,area_pv16,area_sp16,area_pv17,area_sp17,area_pv18,area_sp18,area_pv19,area_sp19,area_pv20,area_sp20,area_pv21,area_sp21,area_pv22,area_sp22,area_pv23,area_sp23,area_pv24,area_sp24,area_pv25,area_sp25,area_pv26,area_sp26,area_pv27,area_sp27,area_pv28,area_sp28,area_pv29,area_sp29,area_pv30,area_sp30,area_pv31,area_sp31,area_pv32,area_sp32,area_pv33,area_sp33,area_pv34,area_sp34,area_pv35,area_sp35,area_pv36,area_sp36,area_pv37,area_sp37,area_pv38,area_sp38,area_pv39,area_sp39
0,s15_c0,6.724942480561141,9.627695687148764,6.88128653343902,14.160105891880661,6.727530637190942,20.070398869305087,7.127855199178594,20.271678417208665,7.693609790688909,21.431480795940157,7.508101219452731,21.083514473985485,7.423495766642922,26.787612256309135,7.037367446712656,51.36351178060252,7.4422475266670185,26.43495327551125,7.626897954256156,20.487704263173608,7.685158256941595,20.887083958815257,7.687374973061583,20.694453428532253,6.765224104550925,21.97053011445757,6.232516672523556,74.53188591115162,5.712054612247369,60.64843557543148,6.100169991371781,13.638467685458636,6.1455738308737695,15.727719169065614,6.373006038887613,15.130690260990152,5.905114726615708,10.140326891943985,6.402485804935315,20.532835171513007,6.67652799619322,19.48530376335315,6.1291242477841195,66.45808298644307,6.180896814968584,63.72407341597288,6.556308918977955,21.576088251123835,6.468832116984072,22.082890540891153,6.194238001605043,18.15195678122459,6.0235920262198475,27.66847656611069,5.858799458544294,21.97007471423997,5.749710721521532,12.737041994642246,6.395077107528423,13.263965706222585,6.447078504414464,12.215727471745748,5.890760969890944,25.758396657865337,5.115133586675853,138.2622271993198,5.650053010844103,65.36369939027215,5.847134825820019,47.00911918649451,6.657082406286704,16.02622897587944,6.185654843334069,14.056904136563924,6.484363702858079,10.139451845393554,6.133834774150756,14.007036925183755,6.341633726765867,20.011876256512608
1,s15_c1,5.661482992806947,5.759023511647697,5.015832682708184,5.082101637904977,5.835721278490828,5.944234191583564,6.055715383697925,6.230941434270437,6.016458718381688,6.163363002530182,6.052477282930547,6.226906048383232,5.977052191333432,6.147027122378136,5.627437441420586,5.771265579285504,5.934264974268633,6.095637727024686,6.05982178751608,6.227948617164768,6.077860993488892,6.218869904367822,6.461321601096278,6.679009961428697,5.937691928240517,6.127476152493536,5.691532893406987,5.856184097051955,5.5695987862103165,5.668654262836686,5.964252388821321,6.1996768594864236,6.25695894497052,6.484959438681674,6.11325995745483,6.213012862094692,5.3854514585910875,5.542658397792703,5.786932803774346,5.845510133582646,5.84695608521859,5.926535505273612,6.183206059176234,6.278371088609813,6.198843419079956,6.3171678598176975,5.64955653468331,5.730114566492713,5.946183631887624,6.026450729225078,5.908972175000431,6.008205267751847,6.1775684526751,6.301028677010928,5.452523284177378,5.559937428002082,5.43950771533151,5.514949244437092,5.034194174811321,5.123123336589518,6.088239679978515,6.269968989048576,5.868438364005579,6.022195901923063,6.143135573639837,6.348816501003992,6.268406474319529,6.443367143057735,6.224010951503359,6.415159773323259,6.276523270411408,6.541886833058646,6.148272511547118,6.398545279750734,5.926412836320969,6.20000872990443,6.3992376992600954,6.645279363938701,6.106786662859694,6.3219801854082025
2,s15_c2,5.6496070360873025,5.791297635101189,5.819739885362776,6.044152406768872,5.832795109755601,6.029820056434586,6.117127509497325,6.339723989275078,6.055638203111414,6.2420487299239475,5.799982441084548,6.0023609642159315,5.692293803996651,5.846340527411061,5.993602386674138,6.199190304643208,5.977098708791204,6.192149602483147,5.876544444662159,6.047402493963133,6.093417140981326,6.283672950825218,6.055085283073907,6.247603198672823,5.8704908618547895,6.100598579672054,6.204541332346205,6.421684540493464,5.600537528269899,5.733288061740466,4.889454019524941,4.969375110603259,5.011804720683891,5.228795758618418,4.8322444832058,5.081483859005536,4.837700839226103,4.940587944774312,4.475275966119276,4.524559560888635,4.41313028104512,4.473869499881905,4.630955564182922,4.707476177348254,4.514044348927931,4.578742441883032,4.910099235455709,4.990717375156173,5.119091318370846,5.277214326014548,5.421791493633109,5.577754821054169,5.043415130688962,5.1008025605947775,4.914962951730141,4.996603353105879,4.961100813658999,5.029108338510367,4.978327848956192,5.09774860294989,4.912842517987149,5.098519694495192,5.650827387201612,6.207071805361363,5.155231157440942,5.623793920216702,5.360964048701528,5.845881263844612,5.973765357884008,6.664009041408742,6.767670044402005,7.458499754126295,6.588421557396981,7.170888914305066,6.881111263906914,7.357041063389246,6.452709021399338,6.829210999949845,6.363254541577582,6.670929935145001
3,s15_c3,4.617097909153018,4.670744181923247,4.830290401200493,4.893400744648598,5.269939392318344,5.301198395851944,4.600695726145715,4.60703585708054,4.890518649963481,4.92495344704431,5.18529168909715,5.255940485780275,4.423741133950784,4.4443484512545215,4.627656331690522,4.652600427454998,5.025497699184821,5.087803679519955,4.736838800255207,4.789864422115406,4.542151437416124,4.590439167952753,4.522961384309398,4.571447076519209,4.439817523678418,4.495614341744206,4.461287097999209,4.512538254196344,4.902081514751768,5.010394168353314,5.187333561644736,5.358969237015649,4.943683460620187,5.117443400276346,5.486364116868945,5.700061021429189,4.8147816315306065,4.978869779193806,5.166539192241006,5.43791151807398,4.98084919544416,5.185306277845972,5.21952318197763,5.39026359408777,5.006131097497056,5.1479146697023115,5.121117889609925,5.273130760026503,4.855780194364463,4.950813410613667,5.20837032387712,5.312764742892168,4.766630028218498,4.832652904839315,5.0715298892508,5.2245526651504575,5.20306039991362,5.314788614199683,5.557032008422071,5.8138612114998365,5.261068279093298,5.576388530372729,5.656161730526095,5.988266953528965,4.888580615318563,5.187633567675169,4.946362337807288,5.298319660244488,5.008552945764294,5.251855780866678,4.6925822196634,4.854965671197662,5.020434347123079,5.225168781468126,4.985810731289961,5.191485536319102,5.2520280913010655,5.4278712571352825,4.8098743158513315,4.9107113055901905
4,s15_c4,5.382112299067433,5.5021693892685075,5.245218764499324,5.360346626960121,4.81149352351154,4.88937502815894,4.604302727930352,4.644698618072859,5.13986344152089,5.277682512088588,4.773794608772357,4.816328996364528,4.670729502494306,4.745805712981174,4.467446871896664,4.497580722398692,4.121936410632928,4.16391040462305,4.109743239267867,4.141656777801299,3.8386268940570267,3.8518848989043835,3.692796545681489,3.7032462829513078,3.6026223094340195,3.6056374828298936,3.58602820652937,3.5885948610611305,3.5472512779530554,3.5483189147357024,3.7965213929768438,3.8251414610398573,3.645928855288058,3.6508415103284153,3.469300146284802,3.4710570305584634,3.6299869173297004,3.6321326949693917,3.5174619932194493,3.523159782092039,3.6488106747347255,3.653271723224191,3.545218811823535,3.547653282943563,3.6450043197254463,3.674966800896535,3.8541009299109943,3.880192370617125,3.759695370358252,3.7667585994891657,3.5733008459069846,3.62267720603198,3.5134174133911014,3.5160491226395267,3.4006775674228584,3.4077725548083606,3.494791433151537,3.4958267961284197,3.623821050882106,3.858294700708862,3.7851076407393918,3.8013112872514254,3.642358490441109,3.661561405297478,5.473471924009436,6.144887829526552,4.929556187336945,5.171069082634985,4.383552687482903,4.557618470423464,4.343970245004077,4.6717432387943765,4.245443504018214,4.395799557753639,4.804876859347643,4.954779640900902,4.997223117783782,6.0896312211279,10.661388617824272,13.354389117671058
5,s15_c5,5.512366768421163,5.718528485085943,5.511366862375874,5.700012623671841,5.312209930506515,5.473904540335055,6.1643813784207735,6.444329430855244,6.059387190676821,6.338597169841067,5.7886128004858755,6.040287576023059,6.056944972663491,6.3140554254852495,6.094518552311888,6.365257090547046,5.897452146333711,6.227533214125451,6.140653991586162,6.487739221415543,6.453102936716781,6.713378028053918,6.305247382647326,6.428388902715162,6.47642343275916,6.666521460711197,6.465068432814771,6.761848313352136,6.798083029013318,7.104506928855796,6.2557666422530245,6.492692967070087,6.717519292008169,7.01860419353237,6.39623716188852,30.701594046283176,6.527561577366271,60.308077896157265,7.104177936951123,7.647678636767619,6.576068332362188,26.546436395707506,7.138963379669252,21.27720573173048,7.009352928855398,7.374114007414412,7.517031417627659,8.089791127255936,8.985651360267205,22.593759235025587,8.983942330926684,17.90925670873621,8.874349667123141,9.71506077268318,8.4877923445298,22.170551701218205,9.244167280228044,27.31863686351619,9.48795043555733,30.100485770297897,10.30682352930753,23.690616152906422,9.099805436827557,16.62070630433025,8.767169537708874,20.535413644372888,9.884716499292479,16.81240639142149,11.157063906797543,22.90578035906172,9.23217210135781,26.916815431630507,8.822172866348206,29.14338194412798,10.188888219909012,60.61929834715817,9.99788293540438,58.352569587056,9.033043009885649,65.96013376880042
6,s15_c6,6.856003233501107,7.474264811585263,7.191936655658439,7.901921564624813,6.788448778825439,7.402805923303241,6.233376299529202,6.977211158365182,5.822349618250996,6.626267050176925,4.796555139313345,5.350782513590161,4.982410684165153,6.341886126304095,3.4989939344235204,3.5093430806044124,3.722502902810547,4.544449090984216,4.290218340690571,5.04134718414762,3.437482276103813,3.4481737030143575,4.267155098444014,4.598300907869366,4.938923790621552,5.191248381447285,5.2798225379699195,5.531956571434384,5.309377292832892,5.779763537209843,4.8354995936894145,5.063157155968663,4.663624165294021,4.758914607027745,4.951325821891117,5.427507691273002,4.954988362240446,5.299910697854606,4.832333859762227,5.231259433303263,4.16733888918995,4.227989678799881,3.936358284976549,3.9642340803916487,3.9346840697674,3.939267584610814,4.41752904679259,4.484812238451124,4.985905390168248,5.697414482864668,6.217075380613915,7.099528278414806,9.104088311327338,15.150117099538543,10.075099564840253,15.580453208204567,10.669134476125073,16.35495908434605,12.06897821130459,16.83265895164427,14.789364593487186,17.525981883756856,13.984268632565104,16.41834174135378,14.818679290224573,16.66478020778226,13.699703817341769,16.756444549482392,15.727731979840783,19.65253127112,15.599945614374882,18.250997840886285,15.869102242660986,18.65300511833984,15.369745518407166,17.686844581485826,15.693210362811055,17.83454229483916,16.518123365565845,20.330949542137233
7,s15_c7,5.8782150904567745,6.196210301290452,5.78829450985327,6.043787404396835,5.289734285983509,5.464175234350294,5.299771469697037,5.569116197936697,5.366549219316052,5.543690356179081,5.500683492703173,5.757511531056578,4.1234450598411705,4.1382323006288395,4.291826575438705,4.323296082549849,3.849841735120963,3.8731511102883127,4.298857671494991,4.331766889170583,3.867636310742345,3.8920054284543517,3.6055792792160726,3.6090806099453783,4.266536824090899,4.282328497840116,4.331596939358609,4.390618312817948,4.139878139696411,4.17041397474703,4.192830480485951,4.211508431462949,4.133115058257716,4.149834983392671,3.765588020563117,3.7758994650181257,3.139131837059183,3.1412860015301565,5.57037617744159,7.086161893524839,5.846221985086165,7.53451027298327,10.844583893772432,15.716315430894733,7.050316850657563,11.39943700766954,12.806272729868374,17.85697822797941,14.803475901166571,18.072583235486306,14.94681388992857,17.12832270018511,16.052625369763764,18.848639049443708,16.49958746587925,18.944353057271183,16.811494038700378,20.28042714158765,17.307965451946053,20.542020141824405,15.974354228719864,20.25395210429788,15.502155875648423,17.45109062604213,16.814041286470296,19.453407726124297,13.614240601199176,17.034422863444423,18.525933667521873,19.84474242310077,16.879733519943315,18.73679828292118,17.50914380619836,19.863074910472584,17.76338039019892,20.323540580900872,17.279386593481032,19.201157933003604,18.76238949440919,17.772196508066138
8,s23_c0,11.473917714343202,11.543977165749352,11.26360218472782,11.005430222066387,8.837945378255307,9.804042599246808,9.679590879706074,10.49690372264178,9.384699837530814,11.215313365956076,9.540062440168958,12.02649999061459,10.000099615548404,11.574663344429359,12.488401068709006,12.822311308192736,11.388431398763773,11.89851365723724,10.209325163826,11.315785738989922,12.284057016740586,12.763852560222047,13.436136240431281,13.55129203155736,11.533093656183633,12.09322716913197,12.681739910557553,12.966460840042807,12.557186483107143,12.995931795805252,11.93462132588039,12.100247835373688,12.50066676646591,12.607498541014769,12.394968232425104,12.269240913394315,12.680975968311275,12.797706169206368,12.591640918330263,12.753913124958796,12.083138805327149,12.23510694935435,12.661131159945228,12.67260382120444,12.74214374856359,13.093247335000608,13.533236562377805,13.168850691568267,13.635434636065195,13.291150235211411,13.11408398271918,12.888690150451783,13.56872096651358,12.979370760900524,12.760442060581244,12.618797404218503,13.708113985975503,13.584343647466886,13.01780128895688,12.77035646857451,13.510619690773703,13.141873669826401,13.288408898992383,13.21450237911818,14.764839479976022,14.064100666634234,12.72818435784941,12.436283705715903,12.812120343329916,13.012394673888593,12.820335740017748,13.008318124696718,13.832365256642047,14.277936649507996,14.393681062291016,13.938725435452696,13.823462319802253,13.459439130110509,13.337967553069943,13.343634903301993
9,s23_c1,8.831462723011464,11.325434455148052,9.781771190469732,12.01255384813039,10.084395291615408,13.432194487106479,7.429169479063282,11.872955600920834,8.899660328302017,10.948803966220364,8.68383442400248,12.783664128761421,9.28497710194602,12.454824376949851,12.109265937352703,13.120060053500627,8.277538096915285,12.334394732056642,13.666692553830284,16.117721335174842,12.659058123150652,15.039012453157326,12.594781244778941,14.295772295923841,13.205296372929798,14.179396138402545,11.111652785487813,12.407151996722591,12.99944878011449,13.184822183299827,14.839005102104643,14.819164561063447,14.787355103126094,14.70504476909087,12.757173292158676,12.34769024032454,12.77594137195018,13.008844052825715,12.730049992889988,13.139267584940747,13.567532319505109,13.835475080619274,13.69894815715162,14.491240141988756,14.59193546596205,15.080834999065456,14.46215202054059,15.1656982211945,12.434265762877745,14.431348539544747,14.329244029429649,14.677870919985462,14.139666759254315,14.60445488143341,13.207507253314834,13.170745807473056,14.947152022287227,14.126034962376316,12.887691985666105,12.957765899782844,13.752090887831748,12.898534143986213,12.170117328175797,12.200471021782032,13.498308612305328,13.417743847522885,13.911769809016523,13.533768000315716,13.760418651978577,12.698778910082314,15.144153315569419,14.419139343337243,14.736404114584543,14.023616891646036,14.616951229746183,13.88575005710858,14.008724110799935,13.758163803627905,15.944769460839247,16.024102996259593
