,system,vol_pv0,vol_sp0,vol_pv1,vol_sp1,vol_pv2,vol_sp2,vol_pv3,vol_sp3,vol_pv4,vol_sp4,vol_pv5,vol_sp5,vol_pv6,vol_sp6,vol_pv7,vol_sp7,vol_pv8,vol_sp8,vol_pv9,vol_sp9,vol_pv10,vol_sp10,vol_pv11,vol_sp11,vol_pv12,vol_sp12,vol_pv13,vol_sp13,vol_pv14,vol_sp14,vol_pv15,vol_sp15,vol_pv16,vol_sp16,vol_pv17,vol_sp17,vol_pv18,vol_sp18,vol_pv19,vol_sp19,vol_pv20,vol_sp20,vol_pv21,vol_sp21,vol_pv22,vol_sp22,vol_pv23,vol_sp23,vol_pv24,vol_sp24,vol_pv25,vol_sp25,vol_pv26,vol_sp26,vol_pv27,vol_sp27,vol_pv28,vol_sp28,vol_pv29,vol_sp29,vol_pv30,vol_sp30,vol_pv31,vol_sp31,vol_pv32,vol_sp32,vol_pv33,vol_sp33,vol_pv34,vol_sp34,vol_pv35,vol_sp35,vol_pv36,vol_sp36,vol_pv37,vol_sp37,vol_pv38,vol_sp38,vol_pv39,vol_sp39
0,s15_c0,1.3104000203008688,1.6932690770479812,0.9315378026838664,1.4829549664103707,1.0081828026779762,1.600558041426596,0.9905399011401148,1.5070529785841018,0.9663664319011523,1.4932708082096997,0.9453030750828653,1.4297593263674049,1.0329123149709114,1.5762272816471787,1.0386312878112849,1.6193374402606748,1.0697558433094,1.6117299353314354,1.0605169160903967,1.7221547594667723,1.1190724099644869,1.6962278228751169,1.0679614255332075,1.6275449631485126,1.087921912971807,1.5693907995557717,1.0636300717700424,1.5720306716006252,1.0500339158007417,1.5265634490138158,1.0628235476132035,1.5791862893284367,1.0848473203424205,1.5942301554070275,1.021952822016482,1.5203856880193196,0.9637995681412656,1.4449747280505019,1.0345541370843667,1.5951871144645684,1.0831057815302856,1.6107551220467209,1.0280592740632373,1.576249177193151,1.033253060943001,1.669056216378553,0.9886872139393069,1.5356242271879053,1.0345056175635068,1.629308476495267,1.1974059120913845,1.6754954220940426,1.1476807850558162,1.750156000507736,1.1145896287471537,1.767809978438662,1.1153812776210323,1.7417441373417633,1.1452043660488969,1.871468701117716,1.0099612724775446,1.7039731872515809,1.0328312876392738,1.7619754962276064,1.0949595588979395,1.7763369400573268,1.0728343482432643,1.740046992124894,1.092959856601376,1.7761920538312554,1.1856348719388128,2.0124140873896685,1.0756665736162907,1.750718574107083,1.063983887561488,1.527167010814595,1.2072032281986613,1.8954430932725435,1.2529087953247136,1.78254957412569
1,s15_c1,0.8407569272004692,0.9880403806797884,0.8441876285094588,1.0299061551121915,0.8398273423907023,0.9979958313722013,0.796180036344749,0.9072219567019678,0.8385345791927499,0.9547990082233273,0.8582253506407503,1.030125357594609,0.8526219411628531,1.0537096915832327,0.8054960462141931,0.9961549765131851,0.841678982905898,0.9723559678038215,0.9262580895863656,1.0896261696309473,0.8902537707798851,1.071363405968193,0.8687921483312018,1.0211825534380878,0.8163654644469298,1.027642207490811,0.7884160229338147,0.9500731197339463,0.8781136096720322,0.9423967221619997,0.8353499873718324,0.9312692173429766,0.8671035955022324,0.9795221896256051,0.8667098488921023,0.9151228100952551,0.8832381228426771,0.969084515754111,0.8923970132841764,0.9898949943440468,0.8716979162799078,0.9490296844726792,0.824617822875239,0.9127214146094054,0.8399795884164188,0.9394705644338144,0.864003228683959,0.9217886123169627,0.8675078850846204,0.9410411408159834,0.8921137467270646,0.9623179148174701,0.7549314607475597,0.8601992507396746,0.8684425681195983,0.9498157743358316,0.7942925321993364,0.8801323828762785,0.8144202486009637,0.8702322535595998,0.8336666203622122,0.9002015131272969,0.8855006097310819,0.948663557002292,0.9086959432324317,0.9771074698065373,0.8747829575115218,0.9522816328586896,0.8373637522176253,0.886747375031558,0.812761376881785,0.8680485956593523,0.809165032897108,0.8520157496843632,0.8085504174777968,0.867855313839546,0.8623707414706642,0.921440173022327,0.888335453647054,0.9607447533354417
2,s15_c2,1.1781119446540147,1.2640286904068705,1.1868275152204408,1.2595774979433665,1.221213023592553,1.3168500258421063,1.2133008396143115,1.2851734221643059,1.1627217761729072,1.2111091431168488,1.1479213671243118,1.2086351001567703,1.0119109659759753,1.079456072444318,1.2341455386729099,1.3518268089169005,1.291339126068604,1.4182061727191513,1.0969880552419151,1.203557191569397,1.1553117852952748,1.2549595395218762,1.1859213946462082,1.3164596752347142,1.128964110445318,1.2094786551174133,1.1859930437655857,1.336076753530799,1.2353257029740996,1.319303390414579,1.1854920378514522,1.3852975829395504,0.9789155069839234,1.0613275510134585,0.9839758105865287,1.0637783632288766,1.0371825437862854,1.0979721034377707,1.1090270137806957,1.209329561574206,1.0682136514064806,1.2123171890847853,0.9971724866331797,1.0544857273305492,1.1491776744897457,1.2526873128220122,0.8744043087721518,0.9174402294773932,0.9409922006825723,1.019486237424875,0.8933219544023586,0.9456533081752435,0.9991447733442615,1.1004232252730501,1.0291364466296091,1.414893235953315,1.2669874407814596,1.5011869223030152,1.0004986862810066,1.0962348871437666,1.2486085233658653,1.4229908443426593,1.1891222948352709,1.316538754287561,1.1561177301692025,1.3021112078824972,1.2022160329101332,1.3785312367884406,1.1797730304264353,1.2942039576361803,1.3786014419225179,1.6030778516990052,1.257532150460677,1.3931702993021924,1.3917347503280484,1.638958345630829,1.2324300697427808,1.4239056376116708,1.1843616814467628,1.3622490071116038
3,s15_c3,1.001089841333451,1.0726470022279926,0.8847035767778797,0.9336125196326063,0.920370711420564,0.999017781423335,0.9859649234407981,1.0673601243447421,0.9766922504468074,1.0495585498757034,0.8655158558934646,0.9344850257274797,0.8673403963241912,0.9665728068033752,0.84688158095964,0.9284109930696839,0.8276446060371632,0.907989689941631,0.8202528280781626,0.8975236736595448,0.845821003353784,0.9330267648880614,0.8702190223671341,0.9453243133269368,0.8695269837116637,0.9406169028046024,0.8771489082552173,0.9598058643769644,0.8704629082799554,0.9641891912700025,0.8982321486489456,0.995927761686407,0.8532674814016007,0.943352413351307,0.7832248067833991,0.8776882996267437,0.8120027386809959,0.8866202593740102,0.8488939205309189,0.912722975783913,0.7958705751554214,0.8227670544052007,0.7549824793069251,0.800898039592671,0.8805225207800572,0.9432202634995678,0.8688816681492921,0.9120947668152374,0.8850714518374888,0.9234346581074033,0.9034969333595889,0.9783247268627371,0.8296413959968629,0.9154401477217645,0.7933332599251363,0.8370832266853971,0.8550412498681937,0.9123959337176395,0.860709131918495,0.9513842791646762,0.8979082620690342,0.9897248464579317,0.9260809893573059,1.0256991914478895,0.9524189724321289,1.053949350438893,0.9050045221662881,1.0263155106363544,0.9983186026509697,1.1565430526168063,0.9421834062902151,1.0833418436684294,0.9739327347055009,1.1170743723665268,1.022211735346115,1.1903560408432046,0.8655603650613585,1.0485197803207758,0.9065311343360769,1.0523807886912167
4,s15_c4,0.8731524870756414,1.0813564032640206,0.752294197069346,0.7738971391932602,0.8181792834006157,0.849709430807511,0.8216302336821204,0.8643059496789856,0.7596789150140136,0.7756117545024368,0.7493613162716695,0.7847106082889176,0.8592000033180268,0.9145151827562049,0.8502717422265459,0.8906751886413987,0.9390198827802854,0.9876967381488373,0.7871227233039717,0.8154733711498809,0.8518149398390167,0.8829051444646706,0.8417423966594576,0.8754386426593647,0.8598505251967489,0.8954810236520402,0.8581432612263009,0.8876767937465603,0.8511346909331314,0.901734361714211,0.9173361927990584,1.028123409598621,0.9368123671081525,1.0086911412741473,0.9145899174476974,0.9888221553168487,0.9825501884482002,1.0805187462943833,0.8637062475573821,0.9616234074249254,0.8815080587853142,0.9935404755393257,0.9218904319492918,1.0106661415198392,0.7815488843545602,0.8288129277985488,0.7511582143638409,0.7692750089826429,0.7756696920674783,0.7895797300650895,0.7217984048294679,0.7284545577878074,0.7852726948529847,0.8030281043525949,0.7796118130597334,0.7989748837699542,0.748851030309459,0.7735171846334564,0.7515819509027354,0.7685706637629336,0.7267994466344291,0.7370559424793366,0.7790895207787273,0.8001532527894241,0.9561443482849793,1.0682153731617994,0.9729706159495749,1.0836677870470168,1.0407879928910955,1.1586401126082855,1.0809801297652581,1.2832273619242172,1.146468584356361,1.311703491860135,1.1370319148292314,1.319066988499498,1.0514386476011863,1.2145949240264704,1.0344159889060007,1.184930094397523
5,s15_c5,1.070292854015421,1.1864598116772829,1.0347866124959755,1.1277279657505952,1.053467730521807,1.141379450635282,1.0138302358869384,1.1492841561192828,1.054681064043135,1.1369340719589827,1.0362522391071187,1.0987438693878504,0.9560966718461402,0.9890305572255313,1.093795383518764,1.167587535353107,1.0598238112507257,1.1301978723932438,1.06599446042239,1.1517955359763545,1.012710276761994,1.0662382527090022,0.9906690520892045,1.030710574434498,1.0610601040346206,1.1190691034694695,0.942021004000987,0.9705443487068506,1.1261404701780489,1.2406205547605862,1.1528134804051775,1.2501011381750435,1.1042161913175905,1.181690799365864,1.223675239148115,1.3341706918350051,1.2054580007320825,1.3275266843757985,1.1822068230437413,1.2865837827154034,1.150074217300898,1.2388756337593945,1.2223602856821496,1.3401928327172852,1.190683274984014,1.2843509304118175,1.1000708419414476,1.176589278304062,1.1689566816199382,1.2588966890827509,1.1208665725536144,1.2100765903891595,1.0540562547947985,1.1323784363385223,1.1527338859958414,1.2431623700216234,1.1408732756856204,1.245289623160989,1.1035033690643241,1.1835946042480974,1.163644884010399,1.2594550002994283,1.0657874346184715,1.1178524524751674,1.0137135160081758,1.0598173707453584,1.0741819434796105,1.1272923092470761,1.0135174248790073,1.0728834963281804,1.073624869896517,1.1571124581554275,1.0511579998092306,1.1127975465563287,1.077325064661526,1.1369127122825924,1.1087777384555404,1.1836103476845525,1.020699345766627,1.0866247674998495
6,s15_c6,0.8472864366479237,1.058819996924851,0.8869408614220687,1.092339693365601,0.8238869279796193,1.0288112238672262,0.7691842812693769,0.8942703827483729,0.867230673349676,1.0495842576343337,0.834335533924663,0.9860847036362218,0.7796274267308011,0.936075908944002,0.8621000997382119,1.0261723772237303,0.9533350357452678,1.081561791212078,0.8762719297291695,0.9673053179639792,1.1908828064458117,1.4357829881328197,1.1600474815678363,1.4006456689760873,0.9308489097223528,1.0489092542276306,1.0100007539003646,1.1817393250485793,1.011939095020531,1.2670332110841107,1.0363145382599284,1.2322001362097192,1.042895288202646,1.3149736590142131,1.1361272999123557,1.565755619873724,0.8824598908726226,1.2244059045403497,1.003182736792691,1.315664072055827,0.8661059986963471,1.3419284055169507,1.163821075015857,1.8340722652801593,0.7153357900163863,0.9307470467674153,0.9749251823275159,1.4811064106813885,0.9794795750085582,1.9260287346133407,0.7591909656283887,0.7947185760796597,0.7736004278352545,0.9795577201404196,0.8677725686192757,1.0599255511760939,0.9018606961743367,2.1729463797660147,0.9949861835264032,1.069797843743834,0.9872919126352983,1.073901234342132,0.9366195147713597,1.024421435160643,1.2352038500545277,6.895307436648191,2.2900268982562877,18.425123748391474,0.8533075555898515,0.8827426759853406,0.9762740974242047,5.892443178555027,0.5327134719702188,6.70262700771577,1.666660484874121,7.332189857431978,1.237727941736669,18.96302893448192,0.19680267026958348,58.49422566208472
7,s15_c7,1.3219540957238451,1.5188438822188866,1.1549720980541875,1.2949126174495513,1.01722570834429,1.099281958287699,1.0591802458442232,1.1775948877895093,1.0575518742296524,1.2035273463921918,1.0496700961226184,1.1703120034914656,1.0376805325434257,1.140954222972736,1.0830092559426427,1.1987592291296563,1.0114204759903787,1.1095765086466256,0.9945106399734867,1.0853903027154943,0.9796727519940129,1.062317962134807,0.9991567655117858,1.086855984481802,0.9586021302112595,1.0404886490646295,1.001276988549158,1.1185797714806258,0.9678555582722072,1.077742450848646,0.8818397535030286,0.9270211653206338,0.934706093535645,1.0065636371282607,0.8534571116390717,0.9046703037728564,0.8314167206344423,0.9077271643213907,0.8476903815407781,0.8852323897220153,0.8293648630793569,0.8789897973518284,0.8241015602621371,0.8554315991554972,0.8362028044752655,0.8707065738187947,0.8867971226667994,0.9379773297722606,0.6910662079546275,0.8335347942733988,0.055114179723105505,4.011405931940351,0.09435090827112658,14.656792406888203,2.2278672953409937,38.9111905111717,1.1742770260214703,6.664412352076371,0.38062784503703323,2.9422083397530057,0.818192110411624,0.860766747555037,3.2023992232174265,8.473613058000977,0.8389411086586384,0.8663542901552626,0.8251143373097047,0.8547216844233996,0.8095567599275166,0.8384033916976158,0.777664692193749,0.8003513656673633,0.5859114552848521,5.63024037937949,0.7494222746908943,0.7781787399533557,0.23452844962068406,4.839943354870116,3.840473617248584,51.81798577538361
8,s23_c0,1.8855533795301138,3.318024188155865,2.0529737556480003,2.811275195611452,2.182003315190016,3.2875474034849566,1.9849285736671072,2.6903277557863428,1.8691246317406178,3.4009451659858705,1.933746267080388,3.1054475242187625,1.3450504529773788,2.7311659527389804,1.8423569208469353,2.70794548257001,1.6146533953676498,2.4552011284157373,1.7413285597097345,2.4827156483680515,1.4893408051991068,1.9029856201465178,1.3926359429336554,2.2761740995789994,1.6326052220957992,2.436408618782409,1.452485461918537,2.2578928147593222,1.6565521140764217,2.5801212554583133,1.6940112787389046,2.2796190696236596,1.5567906901322845,2.335706458507554,1.672448864386693,2.3068680014272944,1.5174243079229144,2.1054169844800765,1.5831611517414585,2.2739302593832775,1.946775512184517,2.828022867479568,2.4187876074343153,3.075483125098471,1.6962996778868906,2.609153079119987,2.020933118835674,2.7337764855066946,1.4115451919585875,2.0742290595838817,1.721066323420663,2.36654014814788,1.8596499221058125,2.6552322167786655,1.9048788105984777,2.9663573714828733,2.678112474175009,3.578380701113317,2.896918600698645,3.7196175838770924,2.3702395180878835,3.2865283590392775,2.4278067754886417,3.3797084638654975,2.3904787390144016,3.636892522544252,2.819070933714014,4.001243052245082,2.333129166089799,3.50029944063363,2.4965046437696325,3.7361105048970136,2.4948783486617603,3.559279830099706,2.6572035639922187,3.8809954838367973,2.6084020398863257,3.423768046972307,2.426956252491909,3.4153853140104085
9,s23_c1,1.8288344062641322,2.8595403756210036,1.8668952402851064,2.688439369727572,1.673415690099442,2.6136244520227354,1.885628297640823,2.7080433133359074,1.8781690675311637,3.029170088858802,2.155057700001193,3.2259636307162842,2.279756039118095,3.6109750472120647,2.243507850061676,3.565754089611187,2.2455033452764765,3.5176761622551322,2.5482784842771027,4.011555078882658,1.8879244621919742,3.069101538346575,2.434212185860875,3.486108636527115,2.7897259483901253,3.782020524163006,2.0560293153652283,3.142638983955769,2.4027370765461917,3.5960108813114258,2.227423686145259,3.3696192483878162,2.5600599487885627,3.586123689543843,2.2496705087026436,3.287137232044371,2.7139742433477316,3.7729507277929004,2.2115145927887974,3.658545342931599,2.5600828686188417,3.7797044707458736,3.019113557824167,4.626842389892318,2.5722490091569123,4.334025100986206,2.126774766684278,3.7157939541269025,2.4840833245563525,3.931182121684628,2.086834336088338,3.553137294057024,2.1406942768934605,3.5669895482704,1.9922024902213866,3.413261077590757,2.2444400753756613,3.695783385860687,2.393153847958787,3.8634331910041944,1.5834289253724996,2.9268322231675943,2.268787949303105,3.759557138314036,2.078433438916135,3.602216872119205,1.6549645716426973,3.043815028820418,1.6267245187527486,2.851329315229439,1.7739763533349444,3.3512504871643434,2.5035765204913174,3.847901734535155,2.611686421098716,3.949204747297738,2.8598264328533434,3.9059208238166225,2.8610678048367038,3.935432642834325
